Provider ID,name,type,specialty,street,city,state,zip,Phone Number
2380,BELL HOSPITAL,Public,Othopedics,901 LAKESHORE DRIVE,ISHPEMING,MI,49849,9064864431
2381,ALBANY MEMORIAL HOSPITAL,Private,Cardiology,600 NORTHERN BOULEVARD,ALBANY,NY,12204,5184713221
2382,CENTRACARE HEALTH SYSTEM - LONG PRAIRIE,Public,Pharmacy,20 NINTH STREET SOUTHEAST,LONG PRAIRIE,MN,56347,3207322141
2383,MERIT HEALTH CENTRAL,Private,Vaccine,1850 CHADWICK DR,JACKSON,MS,39204,6013761000
2384,REDWOOD AREA HOSPITAL,Public,Massage,100 FALLWOOD ROAD,REDWOOD FALLS,MN,56283,5076374500
2385,ALICE HYDE MEDICAL CENTER,Private,Comprehensive,133 PARK STREET,MALONE,NY,12953,5184833000
2386,METROPOLITAN HOSPITAL CENTER,Public,Dental,1901 FIRST AVENUE,NEW YORK,NY,10029,2124236262
2387,ALICE PECK DAY MEMORIAL HOSPITAL,Private,Opthalmology,10 ALICE PECK DAY DRIVE,LEBANON,NH,3766,6034483121
2388,PUTNAM COUNTY MEMORIAL HOSPITAL,Public,Othopedics,"1926 OAK STREET,  PO BOX 389",UNIONVILLE,MO,63565,6609472411
2389,ST JOHN'S RIVERSIDE HOSPITAL,Private,Cardiology,976 NORTH BROADWAY,YONKERS,NY,10701,9149644444
2390,MAGNOLIA REGIONAL HEALTH CENTER,Public,Pharmacy,611 ALCORN DRIVE,CORINTH,MS,38834,6622931000
2391,FRANKLIN COUNTY MEMORIAL HOSPITAL,Private,Vaccine,1406 Q ST,FRANKLIN,NE,68939,3084256221
2392,HAYES GREEN BEACH MEMORIAL HOSPITAL,Public,Massage,321 E HARRIS STREET,CHARLOTTE,MI,48813,5175431050
2393,UNION COUNTY GENERAL HOSPITAL,Private,Comprehensive,300 WILSON STREET,CLAYTON,NM,88415,5753747001
2394,ESSENTIA HEALTH SANDSTONE,Public,Dental,109 COURT AVE SOUTH,SANDSTONE,MN,55072,3202452212
2395,MEEKER MEMORIAL HOSPITAL,Private,Opthalmology,612 SOUTH SIBLEY AVENUE,LITCHFIELD,MN,55355,3206934507
2396,NASSAU UNIVERSITY MEDICAL CENTER,Public,Othopedics,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,5165720123
2397,TYLER HOLMES MEMORIAL HOSPITAL CAH,Private,Cardiology,409 TYLER HOLMES DRIVE,WINONA,MS,38967,6622834114
2398,MIDMICHIGAN MEDICAL CENTER-GRATIOT,Public,Pharmacy,300 E WARWICK DR,ALMA,MI,48801,9894631101
2399,GORDON MEMORIAL HOSPITAL DISTRICT,Private,Vaccine,300 EAST 8TH ST,GORDON,NE,69343,3082820401
2400,BOULDER CITY HOSPITAL,Public,Massage,901 ADAMS BLVD,BOULDER CITY,NV,89005,7022934111
2401,KALKASKA MEMORIAL HEALTH CENTER,Private,Comprehensive,419 S CORAL,KALKASKA,MI,49646,2312587500
2402,HEALTHSOURCE SAGINAW,Public,Dental,3340 HOSPITAL ROAD,SAGINAW,MI,48603,9897907888
2403,ST FRANCIS MEMORIAL HOSPITAL,Private,Opthalmology,430 NORTH MONITOR ST,WEST POINT,NE,68788,4023722404
2404,BARAGA COUNTY MEMORIAL HOSPITAL,Public,Othopedics,18341 US HIGHWAY 41,L' ANSE,MI,49946,9065243300
2405,LOVELACE MEDICAL CENTER,Private,Cardiology,601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE,NM,87102,5057277900
2406,PROVIDENCE ST JOSEPH MEDICAL CENTER,Public,Pharmacy,6 13TH AVE E,POLSON,MT,59860,4068835377
2407,MARIAS MEDICAL CENTER,Private,Vaccine,640 PARK AVE,SHELBY,MT,59474,4064343200
2408,WAYNE GENERAL HOSPITAL,Public,Massage,950 MATTHEW DR,WAYNESBORO,MS,39367,6017355151
2409,FAIRVIEW SOUTHDALE HOSPITAL,Private,Comprehensive,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,9529245100
2410,JOHNSON COUNTY HOSPITAL,Public,Dental,202 HIGH ST,TECUMSEH,NE,68450,4023353361
2411,MADISON VALLEY MEDICAL CENTER,Private,Opthalmology,305 N MAIN,ENNIS,MT,59729,4066824222
2412,SPECTRUM HEALTH UNITED HOSPITAL,Public,Othopedics,615 S BOWER STREET,GREENVILLE,MI,48838,6167544691
2413,EATON RAPIDS MEDICAL CENTER,Private,Cardiology,1500 S MAIN STREET,EATON RAPIDS,MI,48827,5176632671
2414,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,Public,Pharmacy,8333 FELCH ST,ZEELAND,MI,49464,6167724644
2415,NORTHERN NEVADA MEDICAL CENTER,Private,Vaccine,2375 PRATER WAY,SPARKS,NV,89434,7753317000
2416,"WESTFIELD MEMORIAL HOSPITAL, INC",Public,Massage,189 EAST MAIN STREET,WESTFIELD,NY,14787,7163264921
2417,ST MARY'S HOSPITAL ( TROY ),Private,Comprehensive,1300 MASSACHUSETTS AVENUE,TROY,NY,12180,5182685000
2418,WINCHESTER HOSPITAL,Public,Dental,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,7817299000
2419,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,Private,Opthalmology,825 CENTENNIAL DRIVE,CHADRON,NE,69337,3084325586
2420,"COMMUNITY MEMORIAL HOSPITAL, INC",Public,Othopedics,150 BROAD STREET,HAMILTON,NY,13346,3158241100
2421,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,Private,Cardiology,418 NORTH MAIN STREET,PENN YAN,NY,14527,3157874175
2422,CHI HEALTH SCHUYLER,Public,Pharmacy,104 WEST 17TH ST,SCHUYLER,NE,68661,4023522441
2423,LEE'S SUMMIT MEDICAL CENTER,Private,Vaccine,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,8162825000
2424,NYACK HOSPITAL,Public,Massage,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,8453482000
2425,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,Private,Comprehensive,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,8861,7324423700
2426,KIMBALL HEALTH SERVICES,Public,Dental,505 SOUTH BURG ST,KIMBALL,NE,69145,3082351952
2427,ST ELIZABETH MEDICAL CENTER,Private,Opthalmology,1200 GRANT BLVD W,WABASHA,MN,55981,6515654531
2428,MADISON HOSPITAL,Public,Othopedics,820 THIRD AVENUE,MADISON,MN,56256,3205987536
2429,"BEAUMONT HOSPITAL, ROYAL OAK",Private,Cardiology,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,2488985000
2430,"CHENANGO MEMORIAL HOSPITAL, INC",Public,Pharmacy,179 NORTH BROAD STREET,NORWICH,NY,13815,6073354111
2431,BRONSON BATTLE CREEK HOSPITAL,Private,Vaccine,300 NORTH AVENUE,BATTLE CREEK,MI,49017,2699668000
2432,DISTRICT ONE HOSPITAL,Public,Massage,200 STATE AVENUE,FARIBAULT,MN,55021,5073346451
2433,SHORE MEDICAL CENTER,Private,Comprehensive,100 MEDICAL CENTER WAY,SOMERS POINT,NJ,8244,6096533545
2434,CLAIBORNE COUNTY HOSPITAL,Public,Dental,123 MCCOMB AVENUE,PORT GIBSON,MS,39150,6014375141
2435,DEER LODGE MEDICAL CENTER,Private,Opthalmology,1100 HOLLENBACK LN,DEER LODGE,MT,59722,4068462212
2436,BAPTIST MEDICAL CENTER - ATTALA,Public,Othopedics,220 HWY 12 WEST,KOSCIUSKO,MS,39090,6622894311
2437,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,Private,Cardiology,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,5185627767
2438,GREENWOOD LEFLORE HOSPITAL,Public,Pharmacy,1401 RIVER RD / PO BOX 1410,GREENWOOD,MS,38930,6624597000
2439,FALMOUTH HOSPITAL,Private,Vaccine,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,5085485300
2440,NORTH VALLEY HOSPITAL,Public,Massage,1600 HOSPITAL WAY,WHITEFISH,MT,59937,4068633550
2441,PIONEER MEDICAL CENTER,Private,Comprehensive,301 W 7TH AVE,BIG TIMBER,MT,59011,4069324603
2442,DEBORAH HEART AND LUNG CENTER,Public,Dental,200 TRENTON ROAD,BROWNS MILLS,NJ,8015,6098936611
2443,OAKLAND REGIONAL HOSPITAL,Private,Opthalmology,22401 FOSTER WINTER DRIVE,SOUTHFIELD,MI,48075,2484235100
2444,BETH ISRAEL DEACONESS MEDICAL CENTER,Public,Othopedics,330 BROOKLINE AVENUE,BOSTON,MA,2215,6176677000
2445,ALBANY MEDICAL CENTER HOSPITAL,Private,Cardiology,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",ALBANY,NY,12208,5182623000
2446,MERCY HOSPITAL,Public,Pharmacy,4050 COON RAPIDS BLVD,COON RAPIDS,MN,55433,7622368100
2447,O'CONNOR HOSPITAL,Private,Vaccine,460 ANDES ROAD,DELHI,NY,13753,6077460300
2448,BEACHAM MEMORIAL HOSPITAL,Public,Massage,205 N CHERRY STREET,MAGNOLIA,MS,39652,6017832353
2449,VALLEY REGIONAL HOSPITAL,Private,Comprehensive,243 ELM STREET,CLAREMONT,NH,3743,6035427771
2450,DANIELS MEMORIAL HOSPITAL,Public,Dental,105 5TH AVE E,SCOBEY,MT,59263,4064872296
2451,COX MONETT HOSPITAL,Private,Opthalmology,801 NORTH LINCOLN AVENUE,MONETT,MO,65708,4173541400
2452,NORTHEAST REGIONAL MEDICAL CENTER,Public,Othopedics,315 S OSTEOPATHY,KIRKSVILLE,MO,63501,6607851000
2453,BROOKDALE HOSPITAL MEDICAL CENTER,Private,Cardiology,1 BROOKDALE PLAZA,BROOKLYN,NY,11212,7182405966
2454,NATHAN LITTAUER HOSPITAL,Public,Pharmacy,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,5187258621
2455,MERIT HEALTH BATESVILLE,Private,Vaccine,303 MEDICAL CENTER DRIVE,BATESVILLE,MS,38606,6625635611
2456,WEISMAN CHILDRENS REHABILITATION HOSPITAL,Public,Massage,"92 BRICK ROAD, 3RD FLOOR",MARLTON,NJ,8053,8564894520
2457,WILLIAM BEE RIRIE HOSPITAL,Private,Comprehensive,1500 AVENUE H,ELY,NV,89301,7752893001
2458,CONEY ISLAND HOSPITAL,Public,Dental,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,7186163000
2459,SANFORD LUVERNE MEDICAL CENTER,Private,Opthalmology,1600 NORTH KNISS AVENUE P O BOX 1019,LUVERNE,MN,56156,5072832321
2460,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,Public,Othopedics,1140 N STATE STREET,SAINT IGNACE,MI,49781,9066438585
2461,ST CATHERINE OF SIENA HOSPITAL,Private,Cardiology,50 ROUTE 25A,SMITHTOWN,NY,11787,6318623000
2462,METRO HEALTH HOSPITAL,Public,Pharmacy,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,6162527200
2463,ALLEGAN GENERAL HOSPITAL,Private,Vaccine,555 LINN STREET,ALLEGAN,MI,49010,2696864101
2464,LINCOLN SURGICAL HOSPITAL,Public,Massage,"1710 SOUTH 70TH ST, SUITE 200",LINCOLN,NE,68506,4024849090
2465,LAKEWOOD HEALTH SYSTEM,Private,Comprehensive,49725 COUNTY ROAD 83,STAPLES,MN,56479,2188941515
2466,MERCY HEALTH LAKESHORE CAMPUS,Public,Dental,72 SOUTH STATE STREET,SHELBY,MI,49455,2318612156
2467,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,Private,Opthalmology,3635 VISTA AVE,SAINT LOUIS,MO,63110,3145778000
2468,ELLIS HOSPITAL,Public,Othopedics,1101 NOTT STREET,SCHENECTADY,NY,12308,5182434000
2469,NEWTON-WELLESLEY HOSPITAL,Private,Cardiology,2014 WASHINGTON STREET,NEWTON,MA,2462,6172436000
2470,MASSACHUSETTS EYE AND EAR INFIRMARY,Public,Pharmacy,243 CHARLES STREET,BOSTON,MA,2114,6175237900
2471,HILLS & DALES GENERAL HOSPITAL,Private,Vaccine,4675 HILL STREET,CASS CITY,MI,48726,9898722121
2472,ST MARY'S GENERAL HOSPITAL,Public,Massage,350 BOULEVARD,PASSAIC,NJ,7055,9733654300
2473,MERCY HEALTH MUSKEGON,Private,Comprehensive,1700 CLINTON STREET,MUSKEGON,MI,49442,2317263511
2474,TRI-TOWN REGIONAL HEALTHCARE,Public,Dental,43 WEST PEARL STREET,SIDNEY,NY,13838,6075637080
2475,WEEKS MEDICAL CENTER,Private,Opthalmology,173 MIDDLE STREET,LANCASTER,NH,3584,6037884911
2476,HOLLAND COMMUNITY HOSPITAL,Public,Othopedics,602 MICHIGAN AVE,HOLLAND,MI,49423,6163925141
2477,TRINITY HOSPITAL,Private,Cardiology,315 KNAPP ST,WOLF POINT,MT,59201,4066536500
2478,"ST FRANCIS HOSPITAL, ROSLYN",Public,Pharmacy,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,5165626000
2479,ST JAMES HEALTHCARE,Private,Vaccine,400 S CLARK ST,BUTTE,MT,59701,4067232500
2480,OZARKS MEDICAL CENTER,Public,Massage,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,4172569111
2481,SIERRA VISTA HOSPITAL,Private,Comprehensive,800 EAST 9TH STREET,T OR C,NM,87901,5758942111
2482,NORTH SHORE HEALTH,Public,Dental,515 5TH AVE WEST,GRAND MARAIS,MN,55604,2183873040
2483,GLENCOE REGIONAL HEALTH SERVICES,Private,Opthalmology,1805 HENNEPIN AVENUE NORTH,GLENCOE,MN,55336,3208643121
2484,PONTIAC GENERAL HOSPITAL,Public,Othopedics,461 W HURON ST,PONTIAC,MI,48341,2488577200
2485,NORTH VALLEY HEALTH CENTER,Private,Cardiology,300 WEST GOOD SAMARITAN DRIVE,WARREN,MN,56762,2187454211
2486,THE HEALTHCENTER,Public,Pharmacy,320 SUNNYVIEW LANE,KALISPELL,MT,59901,4067564720
2487,MASSENA MEMORIAL HOSPITAL,Private,Vaccine,1 HOSPITAL DRIVE,MASSENA,NY,13662,3157641711
2488,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,Public,Massage,920 CHURCH ST N,CONCORD,NC,28025,7047833000
2489,MONTEFIORE MOUNT VERNON HOSPITAL,Private,Comprehensive,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,9146648000
2490,BELLEVUE HOSPITAL CENTER,Public,Dental,462 FIRST AVENUE,NEW YORK,NY,10016,2125614132
2491,BLYTHEDALE CHILDREN'S HOSPITAL,Private,Opthalmology,95 BRADHURST AVENUE,VALHALLA,NY,10595,9145927555
2492,LIVINGSTON HEALTHCARE,Public,Othopedics,504 S 13TH ST,LIVINGSTON,MT,59047,4062223541
2493,MIDMICHIGAN MEDICAL CENTER-GLADWIN,Private,Cardiology,515 QUARTER STREET,GLADWIN,MI,48624,9894269286
2494,CANTON-POTSDAM HOSPITAL,Public,Pharmacy,50 LEROY STREET,POTSDAM,NY,13676,3152653300
2495,BOLIVAR MEDICAL CENTER,Private,Vaccine,901 E SUNFLOWER RD,CLEVELAND,MS,38732,6628460061
2496,ANDERSON REGIONAL MEDICAL CTR,Public,Massage,2124 14 ST,MERIDIAN,MS,39301,6015536000
2497,REGIONAL WEST GARDEN COUNTY HOSPITAL,Private,Comprehensive,1100 WEST 2ND ST,OSHKOSH,NE,69154,3087723283
2498,COOPER COUNTY MEMORIAL HOSPITAL,Public,Dental,17651 B HWY,BOONVILLE,MO,65233,6608827461
2499,WALTHALL COUNTY GENERAL HOSPITAL CAH,Private,Opthalmology,100 HOSPITAL DRIVE,TYLERTOWN,MS,39667,6018762122
2500,COMMUNITY MEDICAL CENTER,Public,Othopedics,2827 FORT MISSOULA RD,MISSOULA,MT,59804,4067284100
2501,MARION GENERAL HOSPITAL,Private,Cardiology,1560 SUMRALL RD,COLUMBIA,MS,39429,6017366303
2502,SANFORD BAGLEY MEDICAL CENTER,Public,Pharmacy,203 4TH STREET NORTHWEST,BAGLEY,MN,56621,2186946501
2503,ARTESIA GENERAL HOSPITAL,Private,Vaccine,702 N 13TH STREET,ARTESIA,NM,88210,5757483333
2504,BAPTIST MEMORIAL HOSPITAL NORTH MS,Public,Massage,2301 SOUTH LAMAR,OXFORD,MS,38655,6622328100
2505,PORTSMOUTH REGIONAL HOSPITAL,Private,Comprehensive,333 BORTHWICK AVE,PORTSMOUTH,NH,3801,6034365110
2506,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,Public,Dental,218A SUNSET ROAD,WILLINGBORO,NJ,8046,6098352900
2507,MCCONE COUNTY HEALTH CENTER,Private,Opthalmology,605 SULLIVAN AVE,CIRCLE,MT,59215,4064853381
2508,OTSEGO MEMORIAL HOSPITAL,Public,Othopedics,825 N CENTER AVE,GAYLORD,MI,49735,9897312100
2509,LOVELACE WOMEN'S HOSPITAL,Private,Cardiology,4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE,NM,87109,5057277805
2510,BEAUMONT HOSPITAL - TAYLOR,Public,Pharmacy,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,3132955253
2511,HIGH POINT REGIONAL HOSPITAL,Private,Vaccine,601 N ELM ST,HIGH POINT,NC,27261,3368786000
2512,MERCY HOSPITAL,Public,Massage,4572 COUNTY ROAD 61,MOOSE LAKE,MN,55767,2184854481
2513,NORTH KANSAS CITY HOSPITAL,Private,Comprehensive,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,8166912000
2514,ANDROSCOGGIN VALLEY HOSPITAL,Public,Dental,59 PAGE HILL ROAD,BERLIN,NH,3570,6037522200
2515,MAYO CLINIC HEALTH SYSTEM - LAKE CITY,Private,Opthalmology,500 WEST GRANT STREET,LAKE CITY,MN,55041,6513455955
2516,WEBSTER GENERAL HOSPITAL/ SWING BED,Public,Othopedics,70 MEDICAL PLAZA,EUPORA,MS,39744,6622586221
2517,GALLUP INDIAN MEDICAL CENTER,Private,Cardiology,516 E NIZHONI BLVD,GALLUP,NM,87301,5057221000
2518,WYCKOFF HEIGHTS MEDICAL CENTER,Public,Pharmacy,374 STOCKHOLM STREET,BROOKLYN,NY,11237,7189637272
2519,RENOWN REGIONAL MEDICAL CENTER,Private,Vaccine,1155 MILL STREET,RENO,NV,89502,7759824100
2520,ST FRANCIS HOSPITAL,Public,Massage,3401 LUDINGTON ST,ESCANABA,MI,49829,9067863311
2521,ANDERSON RMC SOUTH,Private,Comprehensive,1102 CONSTITUTION AVENUE,MERIDIAN,MS,39301,6014843590
2522,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,Public,Dental,600 RIVER AVE,LAKEWOOD,NJ,8701,7323631900
2523,MERIT HEALTH BILOXI,Private,Opthalmology,150 REYNOIR STREET,BILOXI,MS,39530,2284361104
2524,GREAT FALLS CLINIC HOSPITAL,Public,Othopedics,3010 15TH AVENUE SOUTH,GREAT FALLS,MT,59405,4062168000
2525,HENRY FORD MACOMB HOSPITAL,Private,Cardiology,15855 NINETEEN MILE RD,CLINTON TOWNSHIP,MI,48038,5862632300
2526,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,Public,Pharmacy,350 ENGLE ST,ENGLEWOOD,NJ,7631,2018943000
2527,ST LUKE'S CORNWALL HOSPITAL,Private,Vaccine,70 DUBOIS STREET,NEWBURGH,NY,12550,8455614400
2528,PIONEER COMMUNITY HOSPITAL OF ABERDEEN,Public,Massage,400 S CHESTNUT STREET,ABERDEEN,MS,39730,6623692455
2529,GLENS FALLS HOSPITAL,Private,Comprehensive,100 PARK STREET,GLENS FALLS,NY,12801,5189261000
2530,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,Public,Dental,65 JAMES STREET,EDISON,NJ,8818,7323217000
2531,CONCORD HOSPITAL,Private,Opthalmology,250 PLEASANT ST,CONCORD,NH,3301,6032252711
2532,ROCK COUNTY HOSPITAL,Public,Othopedics,102 EAST SOUTH STREET,BASSETT,NE,68714,4026843366
2533,BAYSTATE MEDICAL CENTER,Private,Cardiology,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,4137940000
2534,GOOD SAMARITAN MEDICAL CENTER,Public,Pharmacy,235 NORTH PEARL STREET,BROCKTON,MA,2301,5084273000
2535,PHILLIPS EYE INSTITUTE,Private,Vaccine,2215 PARK AVENUE SOUTH,MINNEAPOLIS,MN,55404,6127758815
2536,MCLAREN LAPEER REGION,Public,Massage,1375 N MAIN ST,LAPEER,MI,48446,8106675500
2537,LAKEVIEW MEMORIAL HOSPITAL,Private,Comprehensive,927 WEST CHURCHILL STREET,STILLWATER,MN,55082,6514305330
2538,LOVELACE REGIONAL HOSPITAL - ROSWELL,Public,Dental,117 EAST 19TH STREET,ROSWELL,NM,88201,5756253345
2539,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",Private,Opthalmology,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55454,6122733000
2540,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,Public,Othopedics,201 SOUTH MARKET ST / PO BOX 230,CHARLESTON,MS,38921,6626475535
2541,ST LUKES HOSPITAL OF KANSAS CITY,Private,Cardiology,4401 WORNALL ROAD,KANSAS CITY,MO,64111,8169322000
2542,RICHMOND UNIVERSITY MEDICAL CENTER,Public,Pharmacy,355 BARD AVENUE,STATEN ISLAND,NY,10304,7188181234
2543,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,Private,Vaccine,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,5755567600
2544,SANFORD MEDICAL CENTER WHEATON,Public,Massage,401 12TH STREET NORTH,WHEATON,MN,56296,3205638226
2545,MISSISSIPPI BAPTIST MEDICAL CENTER,Private,Comprehensive,1225 N STATE ST,JACKSON,MS,39202,6019681000
2546,OCH REGIONAL MEDICAL CENTER,Public,Dental,400 HOSPITAL ROAD /MAIL PO BOX 1506,STARKVILLE,MS,39759,6623234320
2547,RUBY VALLEY HOSPITAL,Private,Opthalmology,220 E CROFOOT,SHERIDAN,MT,59749,4068425453
2548,CENTERPOINT MEDICAL CENTER,Public,Othopedics,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,8166987000
2549,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC,Private,Cardiology,2520 5TH ST N,COLUMBUS,MS,39701,6622441500
2550,HACKETTSTOWN MEDICAL CENTER,Public,Pharmacy,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,9088525100
2551,GOLDEN VALLEY MEMORIAL HOSPITAL,Private,Vaccine,1600 N 2ND ST,CLINTON,MO,64735,6608855511
2552,EDWARD W SPARROW HOSPITAL,Public,Massage,1215 E MICHIGAN AVENUE,LANSING,MI,48912,5173641000
2553,TRINITAS REGIONAL MEDICAL CENTER,Private,Comprehensive,225 WILLIAMSON STREET,ELIZABETH,NJ,7207,9089945000
2554,NOXUBEE GENERAL CRITICAL ACCESS HOSP,Public,Dental,606 NORTH JEFFERSON STREET,MACON,MS,39341,6627264231
2555,EXETER HOSPITAL INC,Private,Opthalmology,5 ALUMNI DRIVE,EXETER,NH,3833,6037787311
2556,NORTHEASTERN NEVADA REGIONAL HOSPITAL,Public,Othopedics,2001 ERRECART BLVD,ELKO,NV,89801,7757385151
2557,HENRY FORD ALLEGIANCE HEALTH,Private,Cardiology,205 N EAST AVE,JACKSON,MI,49201,5177884800
2558,PARKLAND MEDICAL CENTER,Public,Pharmacy,1 PARKLAND DRIVE,DERRY,NH,3038,6034212100
2559,MUNSON MEDICAL CENTER,Private,Vaccine,1105 SIXTH STREET,TRAVERSE CITY,MI,49684,2319355000
2560,LOS ALAMOS MEDICAL CENTER,Public,Massage,3917 WEST ROAD,LOS ALAMOS,NM,87544,5056624201
2561,FREMONT HEALTH MEDICAL CENTER,Private,Comprehensive,450 EAST 23RD ST,FREMONT,NE,68025,4027211610
2562,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,Public,Dental,1153 CENTRE STREET,BOSTON,MA,2130,6179837000
2563,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,Private,Opthalmology,6900 N DURANGO DR,LAS VEGAS,NV,89149,7028359700
2564,ST JOSEPH'S HOSPITAL HEALTH CENTER,Public,Othopedics,301 PROSPECT AVENUE,SYRACUSE,NY,13203,3154485111
2565,WESTERN MISSOURI MEDICAL CENTER,Private,Cardiology,403 BURKARTH ROAD,WARRENSBURG,MO,64093,6607472500
2566,PHELPS MEMORIAL HOSPITAL ASSN,Public,Pharmacy,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,9143663000
2567,UP HEALTH SYSTEM - MARQUETTE,Private,Vaccine,420 W MAGNETIC,MARQUETTE,MI,49855,9062289440
2568,INSPIRA MEDICAL CENTER ELMER,Public,Massage,"501 WEST FRONT STREET, POST OFFICE BOX  1090",ELMER,NJ,8318,8563631000
2569,OCEAN MEDICAL CENTER,Private,Comprehensive,425 JACK MARTIN BLVD,BRICK,NJ,8724,7328402200
2570,TISHOMINGO HEALTH SERVICES INC,Public,Dental,1777 CURTIS DRIVE,IUKA,MS,38852,6624236051
2571,HUMBOLDT GENERAL HOSPITAL,Private,Opthalmology,118 EAST HASKELL STREET,WINNEMUCCA,NV,89445,7756235222
2572,PROGRESS WEST HOSPITAL,Public,Othopedics,2 PROGRESS POINT PKWY,O FALLON,MO,63368,6363441000
2573,TUFTS MEDICAL CENTER,Private,Cardiology,800 WASHINGTON STREET,BOSTON,MA,2111,6176365000
2574,UNITY HOSPITAL,Public,Pharmacy,550 OSBORNE ROAD,FRIDLEY,MN,55432,7632365000
2575,"CORTLAND REGIONAL MEDICAL CENTER, INC",Private,Vaccine,134 HOMER AVENUE,CORTLAND,NY,13045,6077563500
2576,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,Public,Massage,"800 STE GENEVIEVE DRIVE, PO BOX 468",SAINTE GENEVIEVE,MO,63670,5738832751
2577,BILLINGS CLINIC HOSPITAL,Private,Comprehensive,2800 10TH AVE N,BILLINGS,MT,59101,4066574000
2578,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,Public,Dental,1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,8401,6094418020
2579,CLARK FORK VALLEY HOSPITAL,Private,Opthalmology,10 KRUGER RD,PLAINS,MT,59859,4068264800
2580,BRIGHTON HOSPITAL,Public,Othopedics,12851 GRAND RIVER RD,BRIGHTON,MI,48116,8102271211
2581,ST LUKES HOSPITAL,Private,Cardiology,915 EAST 1ST STREET,DULUTH,MN,55805,2182493003
2582,PERRY COUNTY GENERAL HOSP,Public,Pharmacy,206 BAY ST,RICHTON,MS,39476,6017886316
2583,HENNEPIN COUNTY MEDICAL CENTER 1,Private,Vaccine,701 PARK AVENUE,MINNEAPOLIS,MN,55415,6128733629
2584,ASPIRUS IRONWOOD HOSPITAL,Public,Massage,N10561 GRAND VIEW LANE,IRONWOOD,MI,49938,9069322525
2585,ST JOSEPH HOSPITAL,Private,Comprehensive,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,5165796000
2586,CHI HEALTH BERGAN MERCY,Public,Dental,7500 MERCY RD,OMAHA,NE,68124,4023986060
2587,FULTON MEDICAL CENTER LLC,Private,Opthalmology,10 SOUTH HOSPITAL DRIVE,FULTON,MO,65251,5736423376
2588,BERGEN REGIONAL MEDICAL CENTER,Public,Othopedics,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,7652,2019674000
2589,THAYER COUNTY HEALTH SERVICES,Private,Cardiology,120 PARK AVE,HEBRON,NE,68370,4027686041
2590,DOUGLAS COUNTY HOSPITAL,Public,Pharmacy,111 17TH AVENUE EAST,ALEXANDRIA,MN,56308,3207621511
